filename,average_score,number_atoms,label
../../../Data/SplitData/Cholesterol/IvanTestSet/ivan-separate-graphs-5A/positive/8DPG-filtered_graphs.npy,0.0108166718995198,90,TrueNegative
../../../Data/SplitData/Cholesterol/IvanTestSet/ivan-separate-graphs-5A/positive/8JD1-filtered_graphs.npy,0.9593490493297576,34,LikelyPositive
../../../Data/SplitData/Cholesterol/IvanTestSet/ivan-separate-graphs-5A/positive/8JD5-filtered_graphs.npy,0.9625651741027832,46,LikelyPositive
../../../Data/SplitData/Cholesterol/IvanTestSet/ivan-separate-graphs-5A/positive/8KDF-filtered_graphs.npy,0.9598871481418608,40,LikelyPositive
../../../Data/SplitData/Cholesterol/IvanTestSet/ivan-separate-graphs-5A/positive/8KDH-filtered_graphs.npy,0.3550215378403664,55,LikelyNegative
../../../Data/SplitData/Cholesterol/IvanTestSet/ivan-separate-graphs-5A/positive/8SRH-filtered_graphs.npy,0.3618965807557106,77,LikelyNegative
../../../Data/SplitData/Cholesterol/IvanTestSet/ivan-separate-graphs-5A/positive/8SRK-filtered_graphs.npy,0.5757144623994828,60,LikelyNegative
../../../Data/SplitData/Cholesterol/IvanTestSet/ivan-separate-graphs-5A/positive/8SZG-filtered_graphs.npy,0.892175806760788,24,LikelyPositive
../../../Data/SplitData/Cholesterol/IvanTestSet/ivan-separate-graphs-5A/positive/8SZI-filtered_graphs.npy,0.6507240715622902,24,LikelyNegative
../../../Data/SplitData/Cholesterol/IvanTestSet/ivan-separate-graphs-5A/positive/8V81-filtered_graphs.npy,0.5992102237790823,25,LikelyNegative
../../../Data/SplitData/Cholesterol/IvanTestSet/ivan-separate-graphs-5A/positive/9AXF-filtered_graphs.npy,0.9306978619098664,22,LikelyPositive
../../../Data/SplitData/Cholesterol/IvanTestSet/ivan-separate-graphs-5A/positive/9B36-filtered_graphs.npy,0.8386056172847748,33,LikelyPositive
../../../Data/SplitData/Cholesterol/IvanTestSet/ivan-separate-graphs-5A/positive/9B37-filtered_graphs.npy,0.8410817742347717,35,LikelyPositive
../../../Data/SplitData/Cholesterol/IvanTestSet/ivan-separate-graphs-5A/positive/9C3E-filtered_graphs.npy,0.5963147115707398,55,LikelyNegative
../../../Data/SplitData/Cholesterol/IvanTestSet/ivan-separate-graphs-5A/positive/9DMG-filtered_graphs.npy,0.1736229094117879,52,LikelyNegative
../../../Data/SplitData/Cholesterol/IvanTestSet/ivan-separate-graphs-5A/positive/9DMT-filtered_graphs.npy,0.4874420601129532,54,LikelyNegative
../../../Data/SplitData/Cholesterol/IvanTestSet/ivan-separate-graphs-5A/positive/9DXS-filtered_graphs.npy,0.9798215770721436,36,LikelyPositive
../../../Data/SplitData/Cholesterol/IvanTestSet/ivan-separate-graphs-5A/positive/9II3-filtered_graphs.npy,0.9909380149841308,26,LikelyPositive
