sample_name,ensemble_prob_mean,num_models_used
8PG0-filtered_combined_matrix,0.8452454257101866,50
8PM6-filtered_combined_matrix,0.858360424528719,50
8PWN-filtered_combined_matrix,0.5990385205690202,50
8QCM-filtered_combined_matrix,0.7534266695254959,50
8RQQ-filtered_combined_matrix,0.10178284629623575,50
8RWH-filtered_combined_matrix,0.6182557439898079,50
8SI7-filtered_combined_matrix,0.3897364828172966,50
8SIA-filtered_combined_matrix,0.4299211557862306,50
8SS3-filtered_combined_matrix,0.8311461079831007,50
8SS6-filtered_combined_matrix,0.8852167714421357,50
8SZH-filtered_combined_matrix,0.9018334865580218,50
8T3V-filtered_combined_matrix,0.6311948743757928,50
8T6V-filtered_combined_matrix,0.766082390483697,50
8TW4-filtered_combined_matrix,0.7940775912919008,50
8U4O-filtered_combined_matrix,0.8740090732289977,50
8UUK-filtered_combined_matrix,0.7445641612331115,50
8UVE-filtered_combined_matrix,0.9426812495685771,50
8V0G-filtered_combined_matrix,0.667947713082882,50
8V64-filtered_combined_matrix,0.3956853083933125,50
8W88-filtered_combined_matrix,0.8654958917415728,50
8WE9-filtered_combined_matrix,0.7948953055165956,50
8WPU-filtered_combined_matrix,0.8639756172119311,50
8X5B-filtered_combined_matrix,0.6943851392771019,50
8XBS-filtered_combined_matrix,0.8173769851268117,50
8XQJ-filtered_combined_matrix,0.8146926878102103,50
8XQO-filtered_combined_matrix,0.009057712579742807,50
8XQS-filtered_combined_matrix,0.009258006575645928,50
8YN2-filtered_combined_matrix,0.8692985572873859,50
8YN5-filtered_combined_matrix,0.6765190447163454,50
8YN6-filtered_combined_matrix,0.6372791415103987,50
8YN7-filtered_combined_matrix,0.6651770831731656,50
8YNA-filtered_combined_matrix,0.7045886729000904,50
8ZPL-filtered_combined_matrix,0.7448695343582962,50
8ZPN-filtered_combined_matrix,0.689958925882794,50
8ZSJ-filtered_combined_matrix,0.7759381649943463,50
8ZYJ-filtered_combined_matrix,0.8044674312776375,50
9BR2-filtered_combined_matrix,0.44965027494894577,50
9C12-filtered_combined_matrix,0.2939969955017639,50
9CDE-filtered_combined_matrix,0.828232855295282,50
9D18-filtered_combined_matrix,0.2586371585529276,50
9D3G-filtered_combined_matrix,0.7854334833730723,50
9DNY-filtered_combined_matrix,0.575662924570255,50
9EO4-filtered_combined_matrix,0.8207710500785581,50
9IJA-filtered_combined_matrix,0.06338937771939664,50
9ITB-filtered_combined_matrix,0.8497284990735512,50
9K7B-filtered_combined_matrix,0.8539175512647839,50
