protein_id,average_score,number_atoms,min_max_label,percentile_label,threshold_label
6NF4-fi,0.9952616658210754,50,PseudoPositive,PseudoNegative,Positive
6OS1-fi,0.9993486649990082,19,PseudoPositive,StrongPositive,Positive
6PRZ-fi,0.9567233419418335,53,PseudoPositive,StrongNegative,Positive
6PS7-fi,0.9955301191806794,39,PseudoPositive,PseudoNegative,Positive
6RZ7-fi,0.9990678050518035,28,PseudoPositive,StrongPositive,Positive
6WBG-fi,0.9964911546707154,30,PseudoPositive,PseudoNegative,Positive
6WBN-fi,0.999067092180252,24,PseudoPositive,StrongPositive,Positive
6XBK-fi,0.9874692986011505,73,PseudoPositive,PseudoNegative,Positive
6ZDR-fi,0.8799220647215844,47,PseudoNegative,StrongNegative,Positive
7A69-fi,0.99930264377594,21,PseudoPositive,StrongPositive,Positive
7ARO-fi,0.9351141047477723,43,PseudoPositive,StrongNegative,Positive
7CFN-fi,0.9936821703910826,28,PseudoPositive,PseudoNegative,Positive
7CKY-fi,0.9976404640674591,35,PseudoPositive,PseudoNegative,Positive
7D76-fi,0.9988136935234071,24,PseudoPositive,PseudoPositive,Positive
7DDH-fi,0.8199387538433076,56,PseudoNegative,StrongNegative,Positive
7DF8-fi,0.999207623720169,19,PseudoPositive,StrongPositive,Positive
7DTY-fi,0.9989476664066315,29,PseudoPositive,StrongPositive,Positive
7EKP-fi,0.9991483552455902,35,PseudoPositive,StrongPositive,Positive
7F61-fi,0.7778568159341812,59,PseudoNegative,StrongNegative,Positive
7FEE-fi,0.9990037071704865,33,PseudoPositive,StrongPositive,Positive
7FIY-fi,0.9988721520900727,23,PseudoPositive,PseudoPositive,Positive
7FJD-fi,0.9922495813369749,57,PseudoPositive,PseudoNegative,Positive
7FJE-fi,0.9945552952289581,58,PseudoPositive,PseudoNegative,Positive
7LJC-fi,0.9978548612594604,36,PseudoPositive,PseudoPositive,Positive
7LKP-fi,0.9993033032417298,9,PseudoPositive,StrongPositive,Positive
7M5X-fi,0.9986227169036865,29,PseudoPositive,PseudoPositive,Positive
7NEQ-fi,0.9991872808933259,33,PseudoPositive,StrongPositive,Positive
7OCA-fi,0.9256802508831024,41,PseudoPositive,StrongNegative,Positive
7P02-fi,0.9685181684494019,56,PseudoPositive,StrongNegative,Positive
7SHE-fi,0.999209472179413,25,PseudoPositive,StrongPositive,Positive
7SHF-fi,0.9992828640937805,26,PseudoPositive,StrongPositive,Positive
7SK7-fi,0.574483707793057,64,PseudoNegative,StrongNegative,Positive
7SMQ-fi,0.9988219048976898,30,PseudoPositive,PseudoPositive,Positive
7SMS-fi,0.9993090500831604,33,PseudoPositive,StrongPositive,Positive
7SMT-fi,0.9992146768569945,35,PseudoPositive,StrongPositive,Positive
7TBW-fi,0.9987943468093873,37,PseudoPositive,PseudoPositive,Positive
7TY4-fi,0.997516088962555,41,PseudoPositive,PseudoNegative,Positive
7TY8-fi,0.9978948636054993,39,PseudoPositive,PseudoPositive,Positive
7UHG-fi,0.9987789056301117,37,PseudoPositive,PseudoPositive,Positive
7URA-fi,0.9985401673316956,30,PseudoPositive,PseudoPositive,Positive
7VAB-fi,0.9989843726158142,32,PseudoPositive,StrongPositive,Positive
7VDH-fi,0.9976793239116668,41,PseudoPositive,PseudoNegative,Positive
7VDL-fi,0.9905326030254363,45,PseudoPositive,PseudoNegative,Positive
7VGZ-fi,0.9985627229213714,38,PseudoPositive,PseudoPositive,Positive
7VL9-fi,0.9986761431694031,41,PseudoPositive,PseudoPositive,Positive
7VOD-fi,0.9993684546947479,14,PseudoPositive,StrongPositive,Positive
7VR7-fi,0.9948654947280884,43,PseudoPositive,PseudoNegative,Positive
7VV4-fi,0.998159227848053,39,PseudoPositive,PseudoPositive,Positive
7WC4-fi,0.9993339920043945,13,PseudoPositive,StrongPositive,Positive
7WGD-fi,0.9958802266120911,42,PseudoPositive,PseudoNegative,Positive
7WGT-fi,0.9990204157829286,38,PseudoPositive,StrongPositive,Positive
7WQ4-fi,0.9991906995773316,22,PseudoPositive,StrongPositive,Positive
7WU5-fi,0.9990998055934905,23,PseudoPositive,StrongPositive,Positive
7WYZ-fi,0.9526682770252227,52,PseudoPositive,StrongNegative,Positive
7X22-fi,0.6229617819190025,45,PseudoNegative,StrongNegative,Positive
7XER-fi,0.9992593967914581,45,PseudoPositive,StrongPositive,Positive
7XVF-fi,0.9612793252468108,36,PseudoPositive,StrongNegative,Positive
7Y5X-fi,0.998814583301544,33,PseudoPositive,PseudoPositive,Positive
8BI0-fi,0.9992457313537597,30,PseudoPositive,StrongPositive,Positive
8C9W-fi,0.231361903487239,55,PseudoNegative,StrongNegative,Negative
8CRR-fi,0.9550090508460999,59,PseudoPositive,StrongNegative,Positive
8DPH-fi,0.9957135808467864,55,PseudoPositive,PseudoNegative,Positive
8EOG-fi,0.9989371001720428,27,PseudoPositive,StrongPositive,Positive
8EPL-fi,0.9977177586555481,46,PseudoPositive,PseudoNegative,Positive
8FD7-fi,0.9895250318050384,33,PseudoPositive,PseudoNegative,Positive
8FHS-fi,0.993964349269867,43,PseudoPositive,PseudoNegative,Positive
8H0Q-fi,0.999305254459381,38,PseudoPositive,StrongPositive,Positive
8HAF-fi,0.9992956500053406,21,PseudoPositive,StrongPositive,Positive
8HNK-fi,0.9988402018547058,35,PseudoPositive,PseudoPositive,Positive
8IJW-fi,0.9919546439647675,34,PseudoPositive,PseudoNegative,Positive
8J6Q-fi,0.9980445771217346,44,PseudoPositive,PseudoPositive,Positive
8J7M-fi,0.7461251512616872,76,PseudoNegative,StrongNegative,Positive
8JBK-fi,0.7703979556709528,53,PseudoNegative,StrongNegative,Positive
8JKV-fi,0.9946661860942839,34,PseudoPositive,PseudoNegative,Positive
8JZS-fi,0.859713998556137,54,PseudoNegative,StrongNegative,Positive
8K9R-fi,0.9816246695518493,47,PseudoPositive,StrongNegative,Positive
8PKM-fi,0.9991873030662537,34,PseudoPositive,StrongPositive,Positive
8PM6-fi,0.9975862896442413,41,PseudoPositive,PseudoNegative,Positive
8Q7B-fi,0.7565933163762093,61,PseudoNegative,StrongNegative,Positive
8QJF-fi,0.9988274552822114,51,PseudoPositive,PseudoPositive,Positive
8QK6-fi,0.9985189204216004,51,PseudoPositive,PseudoPositive,Positive
8RQQ-fi,0.23635763950226826,54,PseudoNegative,StrongNegative,Negative
8RW0-fi,0.9745024950504302,42,PseudoPositive,StrongNegative,Positive
8RW4-fi,0.9430690423250198,47,PseudoPositive,StrongNegative,Positive
8SGW-fi,0.9991088886260988,29,PseudoPositive,StrongPositive,Positive
8SI7-fi,0.40146000800654286,65,PseudoNegative,StrongNegative,Negative
8SIA-fi,0.8607371501922607,59,PseudoNegative,StrongNegative,Positive
8SR7-fi,0.36722384997829793,82,PseudoNegative,StrongNegative,Negative
8SRC-fi,0.8601962885856628,75,PseudoNegative,StrongNegative,Positive
8SRE-fi,0.6152924598455429,80,PseudoNegative,StrongNegative,Positive
8SZH-fi,0.9991802561283112,23,PseudoPositive,StrongPositive,Positive
8T3S-fi,0.999274369955063,31,PseudoPositive,StrongPositive,Positive
8T57-fi,0.9985865235328675,36,PseudoPositive,PseudoPositive,Positive
8TF5-fi,0.9013974776268006,54,PseudoNegative,StrongNegative,Positive
8U4N-fi,0.9842778470516205,46,PseudoPositive,PseudoNegative,Positive
8U4R-fi,0.9989792602062225,37,PseudoPositive,StrongPositive,Positive
8UH3-fi,0.9991950981616974,26,PseudoPositive,StrongPositive,Positive
8UVE-fi,0.9982364249229431,36,PseudoPositive,PseudoPositive,Positive
8UVG-fi,0.9980011811256408,30,PseudoPositive,PseudoPositive,Positive
8W2L-fi,0.9975950481891631,46,PseudoPositive,PseudoNegative,Positive
8WR3-fi,0.9708437411785125,56,PseudoPositive,StrongNegative,Positive
8WRB-fi,0.9992369379997253,29,PseudoPositive,StrongPositive,Positive
8X52-fi,0.996843034029007,44,PseudoPositive,PseudoNegative,Positive
8X54-fi,0.9982714152336121,40,PseudoPositive,PseudoPositive,Positive
8Y56-fi,0.6079881652295589,66,PseudoNegative,StrongNegative,Positive
8YKY-fi,0.34619205155782395,89,PseudoNegative,StrongNegative,Negative
8YU7-fi,0.9988471157550812,27,PseudoPositive,PseudoPositive,Positive
8YUT-fi,0.6722806572914123,49,PseudoNegative,StrongNegative,Positive
8ZPL-fi,0.9947848961353302,40,PseudoPositive,PseudoNegative,Positive
8ZPN-fi,0.998942750453949,31,PseudoPositive,StrongPositive,Positive
9BBC-fi,0.9855525856018066,59,PseudoPositive,PseudoNegative,Positive
9BR2-fi,0.9985702366828919,47,PseudoPositive,PseudoPositive,Positive
9BUK-fi,0.9992439837455749,46,PseudoPositive,StrongPositive,Positive
9CDC-fi,0.997145527124405,44,PseudoPositive,PseudoNegative,Positive
9CUK-fi,0.9932417554855346,59,PseudoPositive,PseudoNegative,Positive
9D19-fi,0.5483566712290048,58,PseudoNegative,StrongNegative,Positive
9D3E-fi,0.9976484334468843,40,PseudoPositive,PseudoNegative,Positive
9DBK-fi,0.9918943469524383,60,PseudoPositive,PseudoNegative,Positive
9DBN-fi,0.9910986521244048,61,PseudoPositive,PseudoNegative,Positive
9DO0-fi,0.9982767586708068,31,PseudoPositive,PseudoPositive,Positive
9INF-fi,0.9992008187770842,21,PseudoPositive,StrongPositive,Positive
9J7O-fi,0.9985710475444793,35,PseudoPositive,PseudoPositive,Positive
9J8D-fi,0.9983808784484864,46,PseudoPositive,PseudoPositive,Positive
9J97-fi,0.9916503059864045,49,PseudoPositive,PseudoNegative,Positive
