protein_id,average_score,number_atoms,min_max_label,percentile_label,threshold_label
6RZ9-fi,0.9993984222412109,26,PseudoPositive,StrongPositive,Positive
6S0Q-fi,0.9820164873600007,37,PseudoPositive,PseudoNegative,Positive
6T4I-fi,0.7416684065759183,85,PseudoNegative,StrongNegative,Positive
6T9N-fi,0.999239112854004,38,PseudoPositive,PseudoPositive,Positive
6UD8-fi,0.9297057697772979,52,PseudoPositive,StrongNegative,Positive
6VI4-fi,0.9994381051063538,31,PseudoPositive,StrongPositive,Positive
6VN7-fi,0.999382286310196,25,PseudoPositive,StrongPositive,Positive
6WBM-fi,0.9991015832424164,25,PseudoPositive,PseudoPositive,Positive
6WM2-fi,0.9994872512817382,26,PseudoPositive,StrongPositive,Positive
6XBK-fi,0.9943568413257597,73,PseudoPositive,PseudoNegative,Positive
7CFM-fi,0.9845519456863403,48,PseudoPositive,PseudoNegative,Positive
7CKY-fi,0.9975718505382538,35,PseudoPositive,PseudoPositive,Positive
7D76-fi,0.9991147351264953,24,PseudoPositive,PseudoPositive,Positive
7D77-fi,0.996979055404663,30,PseudoPositive,PseudoNegative,Positive
7DUQ-fi,0.993490089416504,44,PseudoPositive,PseudoNegative,Positive
7E14-fi,0.9994066188335419,27,PseudoPositive,StrongPositive,Positive
7E32-fi,0.9967950320243835,33,PseudoPositive,PseudoNegative,Positive
7EJX-fi,0.9994471044540406,19,PseudoPositive,StrongPositive,Positive
7EUO-fi,0.9995126731395721,33,PseudoPositive,StrongPositive,Positive
7EVM-fi,0.8341372929811477,50,PseudoNegative,StrongNegative,Positive
7F16-fi,0.9994507842063903,23,PseudoPositive,StrongPositive,Positive
7F61-fi,0.7434012997150421,59,PseudoNegative,StrongNegative,Positive
7F6G-fi,0.9530018351078032,39,PseudoPositive,PseudoNegative,Positive
7F6H-fi,0.9993464715480804,33,PseudoPositive,StrongPositive,Positive
7FDV-fi,0.9989950838088989,40,PseudoPositive,PseudoPositive,Positive
7FIN-fi,0.999492537498474,12,PseudoPositive,StrongPositive,Positive
7LGW-fi,0.9989061059951782,32,PseudoPositive,PseudoPositive,Positive
7LIA-fi,0.9989214408397675,40,PseudoPositive,PseudoPositive,Positive
7LJC-fi,0.9984121205806732,36,PseudoPositive,PseudoPositive,Positive
7N4X-fi,0.9036509202718734,76,PseudoNegative,StrongNegative,Positive
7P02-fi,0.9836556828022003,56,PseudoPositive,PseudoNegative,Positive
7PXE-fi,0.9995066192150116,32,PseudoPositive,StrongPositive,Positive
7PXH-fi,0.9994956319332123,35,PseudoPositive,StrongPositive,Positive
7Q1U-fi,0.0011264690639799801,86,StrongNegative,StrongNegative,Negative
7R8A-fi,0.9994349093437196,23,PseudoPositive,StrongPositive,Positive
7SHE-fi,0.9994242897033692,25,PseudoPositive,StrongPositive,Positive
7SHF-fi,0.9994748332500457,26,PseudoPositive,StrongPositive,Positive
7SIL-fi,0.998655123949051,44,PseudoPositive,PseudoPositive,Positive
7SIM-fi,0.9993418128490447,37,PseudoPositive,StrongPositive,Positive
7SMS-fi,0.9995054998397827,33,PseudoPositive,StrongPositive,Positive
7T2G-fi,0.9762530016899109,52,PseudoPositive,PseudoNegative,Positive
7TY4-fi,0.9972832210063934,41,PseudoPositive,PseudoNegative,Positive
7TY8-fi,0.9984571661949158,39,PseudoPositive,PseudoPositive,Positive
7URA-fi,0.9990932655334472,30,PseudoPositive,PseudoPositive,Positive
7UZQ-fi,0.00030746976143924,84,StrongNegative,StrongNegative,Negative
7V0S-fi,0.9608735964298247,58,PseudoPositive,PseudoNegative,Positive
7VUY-fi,0.9993296315670014,34,PseudoPositive,StrongPositive,Positive
7VUZ-fi,0.9982625458240509,41,PseudoPositive,PseudoPositive,Positive
7VV4-fi,0.9987424218654632,39,PseudoPositive,PseudoPositive,Positive
7VV5-fi,0.9978539164066313,42,PseudoPositive,PseudoPositive,Positive
7WC5-fi,0.9995156579017639,16,PseudoPositive,StrongPositive,Positive
7WFR-fi,0.9994051747322082,51,PseudoPositive,StrongPositive,Positive
7WLD-fi,0.999472825050354,14,PseudoPositive,StrongPositive,Positive
7X2F-fi,0.990543112039566,43,PseudoPositive,PseudoNegative,Positive
7Y45-fi,0.996653071165085,48,PseudoPositive,PseudoNegative,Positive
7Y5T-fi,0.9992968287467956,27,PseudoPositive,StrongPositive,Positive
7Y5X-fi,0.9990282795429231,33,PseudoPositive,PseudoPositive,Positive
7Y5Z-fi,0.9990905833244323,30,PseudoPositive,PseudoPositive,Positive
7ZXN-fi,0.27159895380213855,81,PseudoNegative,StrongNegative,Negative
8CRR-fi,0.9777885930538177,59,PseudoPositive,PseudoNegative,Positive
8CRT-fi,0.9860940592288971,55,PseudoPositive,PseudoNegative,Positive
8CSX-fi,0.9705314631462099,56,PseudoPositive,PseudoNegative,Positive
8DPI-fi,0.9688674216270448,50,PseudoPositive,PseudoNegative,Positive
8EF6-fi,0.9988904261589049,43,PseudoPositive,PseudoPositive,Positive
8EFO-fi,0.9989613296985626,43,PseudoPositive,PseudoPositive,Positive
8F7W-fi,0.9994978654384614,14,PseudoPositive,StrongPositive,Positive
8GI9-fi,0.9896512060165404,43,PseudoPositive,PseudoNegative,Positive
8HDO-fi,0.9993663177490235,36,PseudoPositive,StrongPositive,Positive
8HNL-fi,0.999443899154663,30,PseudoPositive,StrongPositive,Positive
8HNM-fi,0.9992783231735229,35,PseudoPositive,StrongPositive,Positive
8J7F-fi,0.934250288963318,64,PseudoPositive,StrongNegative,Positive
8J7M-fi,0.5971073692748323,76,PseudoNegative,StrongNegative,Positive
8JF1-fi,0.7547338867783546,54,PseudoNegative,StrongNegative,Positive
8JHY-fi,0.9819089102745057,54,PseudoPositive,PseudoNegative,Positive
8JIM-fi,0.9991706535816192,47,PseudoPositive,PseudoPositive,Positive
8JKV-fi,0.9948483765125274,34,PseudoPositive,PseudoNegative,Positive
8JL4-fi,0.9991510491371155,27,PseudoPositive,PseudoPositive,Positive
8JWZ-fi,0.9926404292583465,33,PseudoPositive,PseudoNegative,Positive
8K2X-fi,0.999258154630661,39,PseudoPositive,PseudoPositive,Positive
8K8E-fi,0.9982655804157258,38,PseudoPositive,PseudoPositive,Positive
8KCS-fi,0.9834586420059204,44,PseudoPositive,PseudoNegative,Positive
8PMJ-fi,0.9843378331661224,49,PseudoPositive,PseudoNegative,Positive
8PY4-fi,0.9497745664119721,57,PseudoPositive,PseudoNegative,Positive
8RWH-fi,0.9940887708663941,41,PseudoPositive,PseudoNegative,Positive
8SHC-fi,0.9993123281002043,23,PseudoPositive,StrongPositive,Positive
8SI7-fi,0.22938389155641192,65,PseudoNegative,StrongNegative,Negative
8SIE-fi,0.9992713460922241,24,PseudoPositive,StrongPositive,Positive
8SR7-fi,0.23462859069602562,82,PseudoNegative,StrongNegative,Negative
8SR9-fi,0.8609050313234329,73,PseudoNegative,StrongNegative,Positive
8SRE-fi,0.3952333710975945,80,PseudoNegative,StrongNegative,Negative
8T03-fi,0.9835928058624267,46,PseudoPositive,PseudoNegative,Positive
8T04-fi,0.9746315722465514,48,PseudoPositive,PseudoNegative,Positive
8T3V-fi,0.9993555147647857,17,PseudoPositive,StrongPositive,Positive
8T56-fi,0.0115120512488647,93,StrongNegative,StrongNegative,Negative
8TW6-fi,0.9986456475257874,48,PseudoPositive,PseudoPositive,Positive
8U4N-fi,0.9923434343338012,46,PseudoPositive,PseudoNegative,Positive
8UVD-fi,0.9762831859588623,58,PseudoPositive,PseudoNegative,Positive
8UVE-fi,0.9985909352302551,36,PseudoPositive,PseudoPositive,Positive
8UVG-fi,0.9986183300018311,30,PseudoPositive,PseudoPositive,Positive
8W4A-fi,0.9982874624729157,28,PseudoPositive,PseudoPositive,Positive
8WE8-fi,0.7849241738319397,51,PseudoNegative,StrongNegative,Positive
8WE9-fi,0.9973305583000183,38,PseudoPositive,PseudoNegative,Positive
8WOR-fi,0.9995413069725035,39,PseudoPositive,StrongPositive,Positive
8X53-fi,0.9923491654396056,44,PseudoPositive,PseudoNegative,Positive
8X54-fi,0.9984136407375335,40,PseudoPositive,PseudoPositive,Positive
8X94-fi,0.9983763442039489,49,PseudoPositive,PseudoPositive,Positive
8XBS-fi,0.9995171568393706,20,PseudoPositive,StrongPositive,Positive
8XOS-fi,0.9967164492607117,41,PseudoPositive,PseudoNegative,Positive
8XQP-fi,0.9977352182865143,62,PseudoPositive,PseudoPositive,Positive
8YN6-fi,0.9994968249797822,17,PseudoPositive,StrongPositive,Positive
8Z8Z-fi,0.6710062094926833,54,PseudoNegative,StrongNegative,Positive
8ZJG-fi,0.9993457796573638,31,PseudoPositive,StrongPositive,Positive
8ZPL-fi,0.9935486207008362,40,PseudoPositive,PseudoNegative,Positive
9CDC-fi,0.9974488062858583,44,PseudoPositive,PseudoNegative,Positive
9CUK-fi,0.9964551706314086,59,PseudoPositive,PseudoNegative,Positive
9D3E-fi,0.998032965183258,40,PseudoPositive,PseudoPositive,Positive
9DVJ-fi,0.0242977316139731,76,PseudoNegative,StrongNegative,Negative
9DW9-fi,0.9964571282863617,32,PseudoPositive,PseudoNegative,Positive
9E82-fi,0.9995225739479064,26,PseudoPositive,StrongPositive,Positive
9EO4-fi,0.9982151622772217,38,PseudoPositive,PseudoPositive,Positive
9F41-fi,0.44917336182296275,77,PseudoNegative,StrongNegative,Negative
9IJA-fi,0.9788799574375153,81,PseudoPositive,PseudoNegative,Positive
9ITG-fi,0.9472555290460587,51,PseudoPositive,StrongNegative,Positive
