protein_id,average_score,number_atoms,min_max_label,percentile_label,threshold_label
6RZ9-fi,0.9994910063743591,26,PseudoPositive,StrongPositive,Positive
6S0L-fi,0.9952682261466979,36,PseudoPositive,PseudoNegative,Positive
6S0Q-fi,0.9908306803703308,37,PseudoPositive,PseudoNegative,Positive
6T9N-fi,0.9993807268142701,38,PseudoPositive,StrongPositive,Positive
6UCB-fi,0.09458738082100168,73,PseudoNegative,StrongNegative,Negative
6WBF-fi,0.9984130942821501,30,PseudoPositive,PseudoNegative,Positive
6WBG-fi,0.9972767024040223,30,PseudoPositive,PseudoNegative,Positive
6WBM-fi,0.9992401413917541,25,PseudoPositive,PseudoPositive,Positive
7CU3-fi,0.994363920211792,34,PseudoPositive,PseudoNegative,Positive
7D91-fi,0.8309845362901689,54,PseudoNegative,StrongNegative,Positive
7DF8-fi,0.9995182504653931,19,PseudoPositive,StrongPositive,Positive
7DRT-fi,0.9430102593898774,44,PseudoPositive,StrongNegative,Positive
7ET1-fi,0.997569052696228,41,PseudoPositive,PseudoNegative,Positive
7F16-fi,0.9995044188499451,23,PseudoPositive,StrongPositive,Positive
7F6G-fi,0.9656068766117096,39,PseudoPositive,StrongNegative,Positive
7F9Y-fi,0.9994963443279266,30,PseudoPositive,StrongPositive,Positive
7FJD-fi,0.9951268761157989,57,PseudoPositive,PseudoNegative,Positive
7JVQ-fi,0.99933593416214,28,PseudoPositive,PseudoPositive,Positive
7KY7-fi,0.8335020711421967,55,PseudoNegative,StrongNegative,Positive
7LFT-fi,0.3808577782511711,65,PseudoNegative,StrongNegative,Negative
7LGW-fi,0.9990941126346587,32,PseudoPositive,PseudoPositive,Positive
7LH2-fi,0.9991564218997956,31,PseudoPositive,PseudoPositive,Positive
7M95-fi,0.9988922681808472,39,PseudoPositive,PseudoPositive,Positive
7MIY-fi,0.999057511806488,46,PseudoPositive,PseudoPositive,Positive
7NEQ-fi,0.9994617245197297,33,PseudoPositive,StrongPositive,Positive
7NF6-fi,0.999389920949936,28,PseudoPositive,StrongPositive,Positive
7OCE-fi,0.7804272882342339,42,PseudoNegative,StrongNegative,Positive
7P02-fi,0.9780415873527527,56,PseudoPositive,StrongNegative,Positive
7Q1U-fi,0.00158201740152796,86,PseudoNegative,StrongNegative,Negative
7R8B-fi,0.9991458613872528,34,PseudoPositive,PseudoPositive,Positive
7SMM-fi,0.9995029075145722,41,PseudoPositive,StrongPositive,Positive
7SMT-fi,0.9995089640617371,35,PseudoPositive,StrongPositive,Positive
7UHG-fi,0.9992555737495422,37,PseudoPositive,PseudoPositive,Positive
7URC-fi,0.9995867638587953,19,PseudoPositive,StrongPositive,Positive
7V0S-fi,0.9699051713943481,58,PseudoPositive,StrongNegative,Positive
7VDM-fi,0.9993804583549499,36,PseudoPositive,StrongPositive,Positive
7VL9-fi,0.9992765007019043,41,PseudoPositive,PseudoPositive,Positive
7VUY-fi,0.9994313232898712,34,PseudoPositive,StrongPositive,Positive
7W9W-fi,0.9993530452251435,30,PseudoPositive,PseudoPositive,Positive
7WC5-fi,0.9996135621070863,16,PseudoPositive,StrongPositive,Positive
7WC7-fi,0.9861209778785704,42,PseudoPositive,PseudoNegative,Positive
7WFR-fi,0.9994546337127685,51,PseudoPositive,StrongPositive,Positive
7WGT-fi,0.9993560078144075,38,PseudoPositive,PseudoPositive,Positive
7WLD-fi,0.9995720853805542,14,PseudoPositive,StrongPositive,Positive
7X22-fi,0.6706360196471215,45,PseudoNegative,StrongNegative,Positive
7X24-fi,0.9972033083438874,28,PseudoPositive,PseudoNegative,Positive
7X2D-fi,0.9988742327690125,42,PseudoPositive,PseudoPositive,Positive
7XVE-fi,0.22562141042016445,63,PseudoNegative,StrongNegative,Negative
7XZH-fi,0.9993647739887239,24,PseudoPositive,PseudoPositive,Positive
7YKD-fi,0.9990154292583465,41,PseudoPositive,PseudoPositive,Positive
7ZI0-fi,0.25162552143167705,90,PseudoNegative,StrongNegative,Negative
7ZYI-fi,0.9732902314662933,50,PseudoPositive,StrongNegative,Positive
8EF5-fi,0.9993238575458527,32,PseudoPositive,PseudoPositive,Positive
8F1D-fi,0.9994980239868164,30,PseudoPositive,StrongPositive,Positive
8F6Y-fi,0.9995828032493591,35,PseudoPositive,StrongPositive,Positive
8F7R-fi,0.9992997174263,38,PseudoPositive,PseudoPositive,Positive
8G05-fi,0.9990477228164674,34,PseudoPositive,PseudoPositive,Positive
8GN7-fi,0.9994031498432161,34,PseudoPositive,StrongPositive,Positive
8H8J-fi,0.9992224798202514,36,PseudoPositive,PseudoPositive,Positive
8HDO-fi,0.9994546475410461,36,PseudoPositive,StrongPositive,Positive
8HSI-fi,0.9889776861667633,46,PseudoPositive,PseudoNegative,Positive
8IZ4-fi,0.9991600425243377,38,PseudoPositive,PseudoPositive,Positive
8J6P-fi,0.9993399114608765,40,PseudoPositive,PseudoPositive,Positive
8JCW-fi,0.9995797126293183,18,PseudoPositive,StrongPositive,Positive
8JHY-fi,0.9861825065612793,54,PseudoPositive,PseudoNegative,Positive
8JII-fi,0.9975318181514738,56,PseudoPositive,PseudoNegative,Positive
8JIM-fi,0.9993723695278168,47,PseudoPositive,PseudoPositive,Positive
8JMN-fi,0.6856058121770621,41,PseudoNegative,StrongNegative,Positive
8JZX-fi,0.9259023122787475,53,PseudoNegative,StrongNegative,Positive
8PG0-fi,0.999477397441864,29,PseudoPositive,StrongPositive,Positive
8PWN-fi,0.958160026550293,42,PseudoPositive,StrongNegative,Positive
8QCM-fi,0.9946783533096314,54,PseudoPositive,PseudoNegative,Positive
8SHC-fi,0.9994241855144501,23,PseudoPositive,StrongPositive,Positive
8SI5-fi,0.46987830725312235,65,PseudoNegative,StrongNegative,Negative
8SI7-fi,0.31203892239183184,65,PseudoNegative,StrongNegative,Negative
8SI8-fi,0.6786868883520365,60,PseudoNegative,StrongNegative,Positive
8T05-fi,0.9989366815090179,38,PseudoPositive,PseudoPositive,Positive
8T3S-fi,0.9995393941402435,31,PseudoPositive,StrongPositive,Positive
8T56-fi,0.0087670067764338,93,PseudoNegative,StrongNegative,Negative
8TW6-fi,0.9989277825355531,48,PseudoPositive,PseudoPositive,Positive
8U4P-fi,0.9986573715209961,40,PseudoPositive,PseudoPositive,Positive
8U4R-fi,0.999348718881607,37,PseudoPositive,PseudoPositive,Positive
8U4S-fi,0.9995760691165924,38,PseudoPositive,StrongPositive,Positive
8UVC-fi,0.9952011961936951,52,PseudoPositive,PseudoNegative,Positive
8UVI-fi,0.9957822177410126,35,PseudoPositive,PseudoNegative,Positive
8VY9-fi,0.6398543733358383,83,PseudoNegative,StrongNegative,Positive
8W88-fi,0.9993145995140076,35,PseudoPositive,PseudoPositive,Positive
8W8B-fi,0.9990739233493805,38,PseudoPositive,PseudoPositive,Positive
8WE8-fi,0.8296947356462478,51,PseudoNegative,StrongNegative,Positive
8WJX-fi,0.9992834594249725,39,PseudoPositive,PseudoPositive,Positive
8X52-fi,0.9960623819828033,44,PseudoPositive,PseudoNegative,Positive
8X54-fi,0.9985609889030457,40,PseudoPositive,PseudoPositive,Positive
8X5B-fi,0.9819178798198699,48,PseudoPositive,StrongNegative,Positive
8XQN-fi,0.18480987127870319,91,PseudoNegative,StrongNegative,Negative
8XQO-fi,0.418103666447103,86,PseudoNegative,StrongNegative,Negative
8XQP-fi,0.9961948103904724,62,PseudoPositive,PseudoNegative,Positive
8XQS-fi,0.1414146039318293,89,PseudoNegative,StrongNegative,Negative
8Y69-fi,0.9994653780460357,43,PseudoPositive,StrongPositive,Positive
8Y6I-fi,0.999493506193161,28,PseudoPositive,StrongPositive,Positive
8YK0-fi,0.9995819368362426,15,PseudoPositive,StrongPositive,Positive
8YKY-fi,0.26178448354825373,89,PseudoNegative,StrongNegative,Negative
8YUU-fi,0.9238320977687836,56,PseudoNegative,StrongNegative,Positive
8YUV-fi,0.0001346586960032448,91,StrongNegative,StrongNegative,Negative
9BUX-fi,0.9815740094184875,51,PseudoPositive,StrongNegative,Positive
9CIA-fi,0.35046668060496444,83,PseudoNegative,StrongNegative,Negative
9CUK-fi,0.9971041905879974,59,PseudoPositive,PseudoNegative,Positive
9CZQ-fi,0.7142104461789132,58,PseudoNegative,StrongNegative,Positive
9DBM-fi,0.9986446931362153,53,PseudoPositive,PseudoPositive,Positive
9DNX-fi,0.39423467438668014,48,PseudoNegative,StrongNegative,Negative
9DNY-fi,0.5467116634398699,46,PseudoNegative,StrongNegative,Positive
9DVP-fi,0.13114558169501828,72,PseudoNegative,StrongNegative,Negative
9DW9-fi,0.997591952085495,32,PseudoPositive,PseudoNegative,Positive
9DXQ-fi,0.9991053421497345,33,PseudoPositive,PseudoPositive,Positive
9E82-fi,0.9996097214221955,26,PseudoPositive,StrongPositive,Positive
9GE2-fi,0.9928401565551758,51,PseudoPositive,PseudoNegative,Positive
9IJA-fi,0.9554868859052658,81,PseudoPositive,StrongNegative,Positive
9IMA-fi,0.8858492467403412,71,PseudoNegative,StrongNegative,Positive
9ITB-fi,0.998875144958496,50,PseudoPositive,PseudoPositive,Positive
9ITE-fi,0.989420506477356,56,PseudoPositive,PseudoNegative,Positive
9J8D-fi,0.9987922177314758,46,PseudoPositive,PseudoPositive,Positive
